attack_type,stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,device_mac,eth_src_oui,eth_dst_oui
Benign,1043,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.243.231.175,192.168.137.175,443,33328,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,3476,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,192.168.137.1,45171,53,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,139,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.16.52.139,51260,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,296,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.213.112.0,192.168.137.175,443,43029,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,843,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,109.95.152.166,192.168.137.41,443,53401,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,32,Amazon Echo Dot 2,Amazon Echo Studio,192.168.137.58,192.168.137.83,55443,43450,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,620,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.189.112,45992,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
DDoS-HTTP_Flood,5796,AMCREST WiFi Camera,dc:a6:32:dc:27:d5,192.168.137.139,192.168.137.178,80,58030,dc:a6:32:dc:27:d5,Amcrest Technologies,Raspberry Pi Trading Ltd
Benign,906,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,45997,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,423,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,176.34.92.25,192.168.137.175,443,41687,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,881,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.253.95.65,192.168.137.175,443,41019,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,203,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.253.66.81,56632,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,865,3c:18:a0:41:c3:a0,Netatmo Camera,51.145.143.28,192.168.137.35,443,58852,Netatmo Camera,Luxshare Precision Industry Company Limited,Netatmo
Benign,2160,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,54400,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,-1,e8:1b:69:f8:d4:e3,Wyze Camera,,,0,0,e8:1b:69:f8:d4:e3,Sercomm Corporation.,Wyze Labs Inc
Benign,880,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.171.158.202,192.168.137.175,443,34464,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,8.8.8.8,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,74,3c:18:a0:41:c3:a0,Philips Hue Bridge,34.117.13.189,192.168.137.154,443,32800,Philips Hue Bridge,Luxshare Precision Industry Company Limited,Philips Lighting BV
Benign,1,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,57480,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,180,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.59.63,192.168.137.175,443,35401,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,536,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.36.73,56915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,840,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.215.241.57,192.168.137.175,443,33460,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,655,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.40.231,54431,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,15063,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,54507,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,518,AeoTec Smart Home Hub,3c:18:a0:41:c3:a0,192.168.137.86,13.225.195.54,47384,443,AeoTec Smart Home Hub,"SAMJIN Co., Ltd.",Luxshare Precision Industry Company Limited
Benign,34,Yutron Plug 1,3c:18:a0:41:c3:a0,192.168.137.99,35.162.13.26,51555,8886,Yutron Plug 1,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,265,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.211.11.97,43993,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,536,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.36.73,56915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1122,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.108.36,192.168.137.175,443,42090,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1015,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.247.21.4,192.168.137.175,443,50804,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1610,3c:18:a0:41:c3:a0,01:00:5e:7f:ff:fa,192.168.137.1,239.255.255.250,58115,1900,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,IPv4 Multicast
Benign,63,3c:18:a0:41:c3:a0,b0:09:da:3e:82:6c,3.218.207.160,192.168.137.118,443,45382,b0:09:da:3e:82:6c,Luxshare Precision Industry Company Limited,Ring Solutions
Benign,232,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.103.31,58365,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,426,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.240.198.177,35719,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,747,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.241.186.42,36968,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,894,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.252.212.228,192.168.137.175,443,37813,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,6,3c:18:a0:41:c3:a0,Cocoon Smart HVAC Fan,3.12.33.198,192.168.137.110,1883,49359,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Espressif Inc.
Benign,-1,Google Nest Mini Speaker,3c:18:a0:41:c3:a0,192.168.137.61,8.8.8.8,0,0,Google Nest Mini Speaker,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,12,Google Nest Mini Speaker,01:00:5e:00:00:fb,192.168.137.61,224.0.0.251,5353,5353,Google Nest Mini Speaker,"Google, Inc.",IPv4 Multicast
Benign,-1,GoSund Smart Plug WP2 (2),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Smart Plug WP2 (2),Espressif Inc.,Broadcast
Benign,4,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,41206,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,990,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.208.195.227,192.168.137.175,443,55959,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1038,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.246.196.149,53564,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,709,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36712,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,4,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,41206,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,5195,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,57064,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,56,LampUX RGB,ff:ff:ff:ff:ff:ff,192.168.137.3,255.255.255.255,49154,6667,LampUX RGB,Espressif Inc.,Broadcast
Benign,1,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,57480,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,73,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.220.16,192.168.137.175,443,46299,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,25,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,192.168.137.159,255.255.255.255,49154,6667,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,1038,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.246.196.149,192.168.137.175,443,53564,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,63,3c:18:a0:41:c3:a0,b0:09:da:3e:82:6c,3.218.207.160,192.168.137.118,443,45382,b0:09:da:3e:82:6c,Luxshare Precision Industry Company Limited,Ring Solutions
Benign,1,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,57480,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,484,Yi Outdoor Camera,3c:18:a0:41:c3:a0,192.168.137.245,47.254.14.172,50542,443,Yi Outdoor Camera,Fn-Link Technology Limited,Luxshare Precision Industry Company Limited
Benign,73,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.220.16,192.168.137.175,443,46299,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,57480,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,973,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.72.111.213,192.168.137.175,443,43894,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,823,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.81.179.251,192.168.137.175,443,43972,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,45,Amazon Echo Dot 2,Amazon Echo Show,192.168.137.58,192.168.137.172,55443,53776,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,254,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.42.87,192.168.137.175,443,41487,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,3c:18:a0:41:c3:a0,AMCREST WiFi Camera,,,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Amcrest Technologies
Benign,-1,iRobot Roomba,ff:ff:ff:ff:ff:ff,,,0,0,iRobot Roomba,iRobot Corporation,Broadcast
Benign,834,3c:18:a0:41:c3:a0,Wyze Camera,54.201.239.48,192.168.137.227,443,55593,Wyze Camera,Luxshare Precision Industry Company Limited,Wyze Labs Inc
Benign,185,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.34.92.22,37446,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,721,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.81.52,38285,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,624,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.189.112,46000,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,814,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.220.138.162,39689,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,5c:26:0a:28:80:77,33:33:00:00:00:fb,,,0,0,5c:26:0a:28:80:77,Dell Inc.,IPv6 Multicast
Benign,-1,GoSund Smart Plug WP2 (2),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Smart Plug WP2 (2),Espressif Inc.,Broadcast
Benign,2046,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,111.235.248.121,60940,123,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,238,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.200.56.57,192.168.137.175,443,32924,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,390,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.253.34.169,192.168.137.175,443,38510,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,423,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,176.34.92.25,192.168.137.175,443,41687,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,491,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.75.102.25,34567,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,340,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.229.194.17,192.168.137.175,443,52708,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,184,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.154.34.86,35130,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1046,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.81.57.97,192.168.137.175,443,38691,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,195,Philips Hue Bridge,01:00:5e:00:00:fb,192.168.137.154,224.0.0.251,5353,5353,Philips Hue Bridge,Philips Lighting BV,IPv4 Multicast
Benign,7293,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,59949,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,6027,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,58191,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,3832,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,13.225.196.108,56080,443,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,1026,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.200.66.16,192.168.137.175,443,38639,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,5,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,195.88.50.100,43102,22,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,1080,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.229.134.24,33687,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,139,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.16.52.139,192.168.137.175,443,51260,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,981,Netatmo Camera,3c:18:a0:41:c3:a0,192.168.137.35,51.145.143.28,58860,443,Netatmo Camera,Netatmo,Luxshare Precision Industry Company Limited
Benign,606,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.246.132.214,192.168.137.175,443,37170,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,971,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,108.128.94.28,58554,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1078,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.210.66.142,192.168.137.175,443,59431,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,39,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.196.108,36470,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,25,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,192.168.137.159,255.255.255.255,49154,6667,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,880,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.171.158.202,34464,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,133,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.195.180.27,42902,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,363,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.214.197.222,45931,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,6388,3c:18:a0:41:c3:a0,AeoTec Smart Home Hub,13.225.195.7,192.168.137.86,443,54368,AeoTec Smart Home Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,-1,Google Nest Mini Speaker,3c:18:a0:41:c3:a0,192.168.137.61,192.168.137.1,0,0,Google Nest Mini Speaker,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,537,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.242.17.206,192.168.137.175,443,50800,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,436,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.30.30,59957,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,197,3c:18:a0:41:c3:a0,TP-Link Tapo Camera,34.224.192.68,192.168.137.187,443,40293,TP-Link Tapo Camera,Luxshare Precision Industry Company Limited,TP-Link Corporation Limited
Benign,507,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.19.220.134,47390,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,192.168.137.1,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,24,GoSund Smart Plug WP3 (1),ff:ff:ff:ff:ff:ff,192.168.137.139,255.255.255.255,49154,6667,GoSund Smart Plug WP3 (1),Espressif Inc.,Broadcast
Benign,5008,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,56804,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,2955,3c:18:a0:41:c3:a0,Amazon Echo Show,54.230.49.76,192.168.137.172,443,45256,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,709,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36712,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1142,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.195.180.27,44981,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,436,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.30.30,59957,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,432,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.72.111.213,192.168.137.175,443,43778,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,148,Netatmo Camera,3c:18:a0:41:c3:a0,192.168.137.35,51.145.143.28,57630,443,Netatmo Camera,Netatmo,Luxshare Precision Industry Company Limited
Benign,265,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.211.11.97,192.168.137.175,443,43993,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,598,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.250.33.103,35231,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,LG Smart TV,ff:ff:ff:ff:ff:ff,,,0,0,LG Smart TV,LG Innotek,Broadcast
Benign,807,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,18.201.5.172,55134,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,AMCREST WiFi Camera,ff:ff:ff:ff:ff:ff,,,0,0,AMCREST WiFi Camera,Amcrest Technologies,Broadcast
Benign,1832,Wyze Camera,3c:18:a0:41:c3:a0,192.168.137.227,8.8.4.4,57550,53,Wyze Camera,Wyze Labs Inc,Luxshare Precision Industry Company Limited
Benign,887,3c:18:a0:41:c3:a0,Home Eye Camera,18.182.200.45,192.168.137.133,32100,10216,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Shenzhen Rf-Link Technology Co.,Ltd."
Benign,3,GoSund Smart plug WP2 (1),ff:ff:ff:ff:ff:ff,192.168.137.79,255.255.255.255,49154,6667,GoSund Smart plug WP2 (1),Espressif Inc.,Broadcast
Benign,815,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.51.99.76,192.168.137.175,443,47844,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,5975,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,47.254.89.110,20025,32100,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,-1,LG Smart TV,ff:ff:ff:ff:ff:ff,,,0,0,LG Smart TV,LG Innotek,Broadcast
Benign,-1,3c:18:a0:41:c3:a0,Philips Hue Bridge,,,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Philips Lighting BV
Benign,1038,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.246.196.149,192.168.137.175,443,53564,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,96,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,49430,55443,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,-1,24:05:88:30:6f:89,3c:18:a0:41:c3:a0,192.168.137.249,192.168.137.1,0,0,24:05:88:30:6f:89,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,45,Amazon Echo Dot 2,Amazon Echo Show,192.168.137.58,192.168.137.172,55443,53776,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,828,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.131.98,40360,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,83,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,35.175.71.102,55730,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,-1,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,4271,Rbcior Camera,3c:18:a0:41:c3:a0,192.168.137.76,52.43.232.245,40615,8883,Rbcior Camera,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,98,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.72.132,42710,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,771,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.141.16,56689,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,0,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,41206,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,906,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,45997,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
